ID	Name	Glottocode	Glottolog_Name	ISO639P3code	Macroarea	Latitude	Longitude	Family	classification_wals	classification_ethnologue	classification_glottolog	recently_extinct	long_extinct	year_of_extinction	code_wals	code_iso	transcribers
PROTO_NISOIC	PROTO_NISOIC								ST.BURMESE-LOLO	Sino-Tibetan,Tibeto-Burman,Lolo-Burmese,Loloish		False	True				Julia Bischoffberger
PROTO_NORTHERN_HINDKO	PROTO_NORTHERN_HINDKO					34	73		IE.INDIC			False	True				
PROTO_NORTHERN_IROQUOIAN	PROTO_NORTHERN_IROQUOIAN								Iro.NORTHERN_IROQUOIAN	Iroquoian,NorthernIroquoian		False	True				Cecil H. Brown
PROTO_NORTHERN_KHOISAN	PROTO_NORTHERN_KHOISAN								Kxa.KXA			False	True				Julia Bischoffberger
PROTO_NORTHERN_NAGA	PROTO_NORTHERN_NAGA								ST.NORTHERN_NAGA			False	True				Ann-Katrin Wett
PROTO_NUBIAN	PROTO_NUBIAN	nubi1251	Nubian						ESu.NUBIAN			False	True				Julia Bischoffberger
PROTO_OCEANIC	PROTO_OCEANIC					-10	-125		An.OCEANIC			False	True				André Müller
PROTO_OCEANIC_2	PROTO_OCEANIC_2					-10	-125		An.OCEANIC			False	True				Julia Bischoffberger
PROTO_OCEANIC_3	PROTO_OCEANIC_3					-10	-125		An.OCEANIC			False	True				Julia Bischoffberger
PROTO_ONGAMO_MAA	PROTO_ONGAMO_MAA					0	36		ESu.NILOTIC	Nilo-Saharan,EasternSudanic,Nilotic,Eastern,Lotuxo-Teso,Lotuxo-Maa,Ongamo-Maa		False	True				
PROTO_ONGAN	PROTO_ONGAN								SAn.SOUTH_ANDAMANESE			False	True				André Müller
PROTO_OTI_VOLTA	PROTO_OTI_VOLTA								NC.GUR			False	True				Julia Bischoffberger
PROTO_OTI_VOLTA_ORIENTAL	PROTO_OTI_VOLTA_ORIENTAL								NC.GUR	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Northern,Oti-Volta		False	True				Julia Bischoffberger
PROTO_OTO_MANGUEAN	PROTO_OTO_MANGUEAN								OM.OM	Otomanguean		False	True				
PROTO_PALAWAN	PROTO_PALAWAN					8.67	117.3		An.GREATER_CENTRAL_PHILIPPINE	Austronesian,Malayo-Polynesian,Philippine,GreaterCentralPhilippine,Palawanic		False	True				Ann-Katrin Wett
PROTO_PANO	PROTO_PANO					-10	-65		Pan.PANOAN			False	True				Viveka Velupillai
PROTO_PANO_TACANAN	PROTO_PANO_TACANAN								PT.PANO-TACANAN			False	True				
PROTO_PHILIPPINE	PROTO_PHILIPPINE								An.AUSTRONESIAN			False	True				Ann-Katrin Wett
PROTO_PHILIPPINE_2	PROTO_PHILIPPINE_2								An.AUSTRONESIAN	Austronesian,Malayo-Polynesian,Philippine		False	True				Julia Bischoffberger
PROTO_POLYNESIAN	PROTO_POLYNESIAN					-17.5	-173.5		An.OCEANIC			False	True				Viveka Velupillai
PROTO_POLYNESIAN_2	PROTO_POLYNESIAN_2					-17.5	-173.5		An.OCEANIC	Austronesian,Malayo-Polynesian,Central-Eastern,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,CentralPacific,EastFijian-Polynesian,Polynesian		False	True				Julia Bischoffberger
PROTO_POPOTECAN	PROTO_POPOTECAN								OM.POPOTECAN			False	True				Julia Bischoffberger
PROTO_PUYUMA	PROTO_PUYUMA					22.61	121		An.PUYUMA	Austronesian,Puyuma		False	True				Julia Bischoffberger
PROTO_QUECHUA	PROTO_QUECHUA	quec1387	Quechuan			-10.5	-77		Que.QUECHUAN			False	True				
PROTO_RUKAI	PROTO_RUKAI	saha1239	Sahaptian						An.RUKAI	Austronesian,Rukai		False	True				Julia Bischoffberger
PROTO_SAHAPTIAN	PROTO_SAHAPTIAN								Pen.SAHAPTIAN			False	True				Cecil H. Brown
PROTO_SALISHAN	PROTO_SALISHAN	sali1255	Salishan						Sal.SALISHAN			False	True				Cecil H. Brown
PROTO_SAM	PROTO_SAM					2.33	37.98		AA.LOWLAND_EAST_CUSHITIC			False	True				Julia Bischoffberger
PROTO_SAMOJEDISCH	PROTO_SAMOJEDISCH								Ura.SAMOYEDIC			False	True				
PROTO_SANGIRIC	PROTO_SANGIRIC	sang1335	Sangiric						An.SANGIRIC			False	True				Ann-Katrin Wett
PROTO_SBB	PROTO_SBB								CSu.MORU-MADI			False	True				Guillaume Segerer and Søren Wichmann
PROTO_SEKO	PROTO_SEKO								An.SOUTH_SULAWESI	Austronesian,Malayo-Polynesian,SouthSulawesi,Seko		False	True				Julia Bischoffberger
PROTO_SEMITIC	PROTO_SEMITIC	semi1276	Semitic						AA.SEMITIC			False	True				Julia Bischoffberger
PROTO_SINO_TIBETAN	PROTO_SINO_TIBETAN	sino1245	Sino-Tibetan						ST.ST			False	True				
PROTO_SINO_TIBETAN_2	PROTO_SINO_TIBETAN_2	sino1245	Sino-Tibetan						ST.ST	Sino-Tibetan		False	True				
PROTO_SIOUAN	PROTO_SIOUAN	siou1252	Siouan						Sio.SIOUAN			False	True				Cecil H. Brown
PROTO_SOUTHERNWESTERN_TAI	PROTO_SOUTHERNWESTERN_TAI								TK.KAM-TAI	Tai-Kadai,Kam-Tai,Be-Tai,Tai-Sek,Tai,Southwestern		False	True				
PROTO_SOUTHERN_HINDKO	PROTO_SOUTHERN_HINDKO					34	72		IE.INDIC			False	True				
PROTO_SOUTHERN_MINDANAO	PROTO_SOUTHERN_MINDANAO					7.5	126		An.BILIC			False	True				André Müller
PROTO_SOUTHERN_NILOTIC	PROTO_SOUTHERN_NILOTIC								ESu.NILOTIC	Nilo-Saharan,EasternSudanic,Nilotic,Southern		False	True				
PROTO_SOUTHWESTERN_MANDE	PROTO_SOUTHWESTERN_MANDE					8.14	-10.31		Man.WESTERN_MANDE			False	True				André Müller
PROTO_SOUTH_BAHNARIC	PROTO_SOUTH_BAHNARIC								AuA.BAHNARIC			False	True				Ann-Katrin Wett
PROTO_SOUTH_CUSHITIC	PROTO_SOUTH_CUSHITIC								AA.SOUTHERN_CUSHITIC	Afro-Asiatic,Cushitic,South		False	True				Julia Bischoffberger
PROTO_SOUTH_EAST_MINDANAO	PROTO_SOUTH_EAST_MINDANAO								An.GREATER_CENTRAL_PHILIPPINE			False	True				
PROTO_SOUTH_SULAWESI	PROTO_SOUTH_SULAWESI								An.SOUTH_SULAWESI			False	True				
PROTO_SUMBA_HAWU	PROTO_SUMBA_HAWU								An.CENTRAL_MALAYO-POLYNESIAN	Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Sumba-Hawu,Sumba		False	True				
PROTO_TACANAN	PROTO_TACANAN								Tac.TACANAN			False	True				Cecil H. Brown
PROTO_TACANAN_2	PROTO_TACANAN_2								Tac.TACANAN			False	True				
PROTO_TAI	PROTO_TAI								TK.KAM-TAI	Tai-Kadai,Kam-Tai,Be-Tai,Tai-Sek,Tai		False	True				Julia Bischoffberger
PROTO_TALODI	PROTO_TALODI								Krd.TALODI	Niger-Congo,Kordofanian,Talodi		False	True				Julia Bischoffberger
PROTO_TANI	PROTO_TANI					28	94		ST.TANI			False	True				Søren Wichmann and Viveka Velupillai
PROTO_TEPIMAN	PROTO_TEPIMAN								UA.TEPIMAN			False	True				Ann-Katrin Wett
PROTO_TESO_LOTUKO_MAA	PROTO_TESO_LOTUKO_MAA								ESu.NILOTIC			False	True				
PROTO_THARU	PROTO_THARU								IE.INDIC			False	True				Ann-Katrin Wett
PROTO_TIBETO_BURMAN	PROTO_TIBETO_BURMAN					27.99	86.93		ST.TIBETO-BURMAN			False	True				Ann-Katrin Wett
PROTO_TIBETO_BURMAN_2	PROTO_TIBETO_BURMAN_2					27.99	86.93		ST.TIBETO-BURMAN	Sino-Tibetan,Tibeto-Burman		False	True				
PROTO_TOGO	PROTO_TOGO					8	1		NC.KWA			False	True				Viveka Velupillai
PROTO_TOGO_RESTSPRACHEN	PROTO_TOGO_RESTSPRACHEN								NC.KWA			False	True				Guillaume Segerer and Søren Wichmann
PROTO_TOTONACAN	PROTO_TOTONACAN								Tot.TOTONACAN			False	True				Cecil H. Brown
PROTO_TOTO_ZOQUEAN	PROTO_TOTO_ZOQUEAN								TZ.TZ			False	True				
PROTO_TRANS_NEW_GUINEA	PROTO_TRANS_NEW_GUINEA								TNG.TRANS-NEW_GUINEA			False	True				
PROTO_TRUKIC	PROTO_TRUKIC					7.84	144.36		An.OCEANIC			False	True				André Müller
PROTO_TRUKIC_2	PROTO_TRUKIC_2								An.OCEANIC			False	True				
PROTO_TSOUIC	PROTO_TSOUIC					23.22	120.78		An.TSOU	Austronesian,Tsouic		False	True				Julia Bischoffberger
PROTO_TUCANOAN	PROTO_TUCANOAN								Tuc.TUCANOAN			False	True				Cecil H. Brown
PROTO_TUPI_GUARANI	PROTO_TUPI_GUARANI					-12.5	-47.5		Tup.TUPI-GUARANI			False	True				
PROTO_TZELTALAN	PROTO_TZELTALAN					16.66	-93.65		May.MAYAN			False	True				Cecil H. Brown
PROTO_UKAAN	PROTO_UKAAN					7.75	6.05		NC.UKAAN			False	True				Viveka Velupillai
PROTO_UPPER_CROSS	PROTO_UPPER_CROSS								NC.CROSS_RIVER			False	True				Guillaume Segerer and Søren Wichmann
PROTO_URALIC	PROTO_URALIC					60	60		Ura.URALIC			False	True				Julia Bischoffberger
PROTO_URALIC_2	PROTO_URALIC_2								Ura.URALIC			False	True				Ann-Katrin Wett
PROTO_UTIAN	PROTO_UTIAN								Pen.MIWOK-COSTANOAN			False	True				Julia Bischoffberger
PROTO_UTO_AZTECAN	PROTO_UTO_AZTECAN								UA.UA			False	True				
PROTO_VIET_MUONG	PROTO_VIET_MUONG								AuA.VIET-MUONG			False	True				
PROTO_WAKASHAN	PROTO_WAKASHAN					48.67	-124.75		Wak.WAKASHAN			False	True				Søren Wichmann
PROTO_WESTERN_HMONG	PROTO_WESTERN_HMONG					23.83	104.5		HM.HMONG-MIEN			False	True				
PROTO_WESTERN_PUNJABI	PROTO_WESTERN_PUNJABI					33	72.5		IE.INDIC			False	True				
PROTO_WESTERN_TIBETAN	PROTO_WESTERN_TIBETAN					34.56	76.67		ST.BODIC			False	True				
PROTO_WEST_A_HMONG	PROTO_WEST_A_HMONG					21.67	104		HM.HMONG-MIEN			False	True				
PROTO_WEST_BAHNARIC	PROTO_WEST_BAHNARIC								AuA.BAHNARIC			False	True				
PROTO_WEST_KHOE	PROTO_WEST_KHOE								KK.KHOE-KWADI			False	True				Julia Bischoffberger
PROTO_WEST_RIFT	PROTO_WEST_RIFT								AA.SOUTHERN_CUSHITIC	Afro-Asiatic,Cushitic,South		False	True				Julia Bischoffberger
PROTO_WINTUN	PROTO_WINTUN					41	-122.5		Pen.WINTUAN			False	True				Cecil H. Brown
PROTO_WITOTO_OCAINA	PROTO_WITOTO_OCAINA								Hui.HUITOTO	Witotoan,Witoto		False	True				
PROTO_WURBO	PROTO_WURBO								NC.JUKUNOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_YENISEIAN	PROTO_YENISEIAN					70	85		Yen.YENISEIAN			False	True				Julia Bischoffberger
PROTO_YOKUTS	PROTO_YOKUTS								Pen.YOKUTS			False	True				Julia Bischoffberger
PROTO_YUCATECAN_MAYAN	PROTO_YUCATECAN_MAYAN					20.05	-89.05		May.MAYAN			False	True				Cecil H. Brown
PROTO_YUKUBEN_KUTEP	PROTO_YUKUBEN_KUTEP								NC.JUKUNOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_YUMAN	PROTO_YUMAN								Hok.YUMAN			False	True				Cecil H. Brown
PROTO_ZAPOTECAN	PROTO_ZAPOTECAN								OM.ZAPOTECAN	Otomanguean,Zapotecan		False	True				Julia Bischoffberger
PROTO_ZHUANG_TAI	PROTO_ZHUANG_TAI								TK.KAM-TAI	Tai-Kadai,Kam-Tai,Be-Tai,Tai-Sek,Tai		False	True				Julia Bischoffberger
QUENYA	QUENYA	quen1234	Quenya		Eurasia	50.72	-1.88	Artificial Language	Oth.ARTIFICIAL		ArtificialLanguage	False	False				André Müller
SARDINIAN	SARDINIAN	sard1257	Sardinian			40	9	Indo-European	IE.ROMANCE	Indo-European,Italic,Romance,Southern,Sardinian	Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Sardinian	False	False				Julia Bischoffberger
SAR_INDONESIA	SAR_INDONESIA	sarr1247	Sar (Indonesia)		Papunesia	-8.33	124.42	Timor-Alor-Pantar	TAP.GREATER_ALOR	Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar	Timor-Alor-Pantar,Alor-Pantar,Teiwa-Sar	False	False			sa0	
SECHURA	SECHURA	sech1236	Sechuran		South America	-5.55	-80.85		Sch.SECHURA		Sechuran	True	False				Matthias Urban
SINDARIN	SINDARIN	sind1281	Sindarin	sjn	Eurasia	51.75	-1.26	Artificial Language	Oth.ARTIFICIAL		ArtificialLanguage	False	False				André Müller
SITI	SITI	siti1241	Siti		Africa	9.17	-2.75	Atlantic-Congo	NC.GUR	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Southern,Grusi,Western	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,SouthernCentralGur,Grusi,East-WestGrusi,WesternGrusi	False	False			si0	Matthew S. Dryer
SITI_2	SITI_2	siti1241	Siti		Africa	9.17	-2.75	Atlantic-Congo	NC.GUR	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Southern,Grusi,Western	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,SouthernCentralGur,Grusi,East-WestGrusi,WesternGrusi	False	False			si0	Matthew S. Dryer
SITU	SITU	situ1238	Situ		Eurasia	31.59	102.66	Sino-Tibetan	ST.RGYALRONG	Sino-Tibetan,Tibeto-Burman,NortheasternTibeto-Burman,rGyalrongic	Sino-Tibetan,Burmo-Qiangic,Na-Qiangic,Qiangic,Gyalrongic,CoreGyalrong,Situ	False	False			tz0	Matthew S. Dryer
SLOVIANSKI	SLOVIANSKI	inte1263	Interslavic zonal constructed language		Eurasia			Artificial Language	Oth.ARTIFICIAL		ArtificialLanguage	False	False				
SLOVIO	SLOVIO					17.1	48.13		Oth.ARTIFICIAL		ArtificialLanguage	False	False				
SLOVIO_2	SLOVIO_2					17.1	48.13		Oth.ARTIFICIAL		ArtificialLanguage	False	False				
SOLRESOL	SOLRESOL					43.93	2.15		Oth.ARTIFICIAL		ArtificialLanguage	False	False				André Müller
SOLTEC	SOLTEC	solt1234	Soltec		North America	16.54	-96.96	Otomanguean	OM.ZAPOTECAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Zapotecan,Zapotec	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Zapotec	True	False			so0	Matthew S. Dryer
SOUTHERN_GONDI	SOUTHERN_GONDI	sout2711	Southern Gondi	wsg	Eurasia	18.75	80.2	Dravidian	Dra.SOUTH-CENTRAL_DRAVIDIAN	Dravidian,South-Central,Gondi-Kui,Gondi	Dravidian,SouthDravidian,SouthDravidianII,Gondi,NorthwestGondi	False	False		gon	wsg	Ann-Katrin Wett
SOUTHERN_GONDI_2	SOUTHERN_GONDI_2	sout2711	Southern Gondi	wsg	Eurasia	19	81	Dravidian	Dra.SOUTH-CENTRAL_DRAVIDIAN	Dravidian,South-Central,Gondi-Kui,Gondi	Dravidian,SouthDravidian,SouthDravidianII,Gondi,NorthwestGondi	False	False		gon	wsg	Ann-Katrin Wett
SOUTH_EASTERN_GONDI	SOUTH_EASTERN_GONDI					19	81		Dra.SOUTH-CENTRAL_DRAVIDIAN	Dravidian,South-Central,Gondi-Kui,Gondi	Dravidian,SouthDravidian,SouthDravidianII,Gondi,NorthwestGondi	False	False		gon	esg	Ann-Katrin Wett
SUMARARU	SUMARARU	suma1274	Sumararu		Papunesia	-2.92	141.5	Sko	Sko.SERRA_HILLS	Skou,Skou-Serra-Piore,SerraHills,Rawo-MainSerra,MainSerra	Sko,Skou-Serra-Piore,SerraHills,Rawo-MainSerra,MainSerra	False	False			su0	André Müller and Mark Donohue
TAENSA	TAENSA	taen1234	Taensa		North America			Bookkeeping	Oth.FAKE		Spurious	False	False				Cecil H. Brown
TAHITIAN_18TH_CENTURY	TAHITIAN_18TH_CENTURY	tahi1242	Tahitian		Papunesia	-17.67	-149.45	Austronesian	An.OCEANIC	Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,CentralPacific,EastFijian-Polynesian,Polynesian,Nuclear,East,Central,Tahitic	Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage,Tokelau-Fijian,Polynesian,NuclearPolynesian,NorthernOutlierPolynesian-EastPolynesian,SolomonsNorthernOutlierPolynesian-EastPolynesian,CentralNorthernOutlierPolynesian-EastPolynesian,EastPolynesian,CentralEasternPolynesian,Tahitian-Austral	False	True				
TAKEV_KLINGON	TAKEV_KLINGON	klin1234	Klingon	tlh	North America	34.1	-118.33	Artificial Language	Oth.ARTIFICIAL		ArtificialLanguage	False	False				
TANDA_PNG	TANDA_PNG	tand1259	Tanda		Papunesia	5.74	146.61	Nuclear Trans New Guinea	TNG.FINISTERRE-HUON	Trans-NewGuinea,Finisterre-Huon,Finisterre,Warup	Nuclear_Trans_New_Guinea,Finisterre-Huon,Finisterre-Saruwaged,Warup	False	False			ta0	Matthew S. Dryer
TAPARITA	TAPARITA	tapa1262	Taparita	qlf	South America	7	-69	Otomaco-Taparita	Oto.OTOMACO	Otomaco	Otomaco	True	False			qlf	Matthias Urban
TAPE	TAPE	mara1399	Maragus	mrs	Papunesia	-16.12	167.42	Austronesian	An.OCEANIC	Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,MalekulaCoastal	Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula	False	False				Ann-Katrin Wett
THAWA	THAWA	sout2771	Southern Coastal Yuin	xtv	Australia	-37.07	149.9	Pama-Nyungan	PN.SOUTHEASTERN_PAMA-NYUNGAN	Australian,Pama-Nyungan	Pama-Nyungan	True	False				Julia Bischoffberger
TOKI_PONA	TOKI_PONA					46.12	-64.8		Oth.ARTIFICIAL		ArtificialLanguage	False	False				André Müller
TOTONAC_COATEPEC	TOTONAC_COATEPEC	toto1252	Totonac			19.5	-97	Totonacan	Tot.TOTONACAN	Totonacan,Totonac	Totonacan,Totonac	False	False				Cecil H. Brown
TOTONAC_OLINTLA	TOTONAC_OLINTLA	toto1252	Totonac			20.01	-97.68	Totonacan	Tot.TOTONACAN	Totonacan,Totonac	Totonacan,Totonac	False	False				
TOTONAC_OZELONACAXTLA	TOTONAC_OZELONACAXTLA	toto1252	Totonac			20.07	-97.62	Totonacan	Tot.TOTONACAN	Totonacan,Totonac	Totonacan,Totonac,CentralTotonacan,Lowland-SierraCentralTotonacan,LowlandCentralTotonacan	False	False				David Beck
TOTONAC_TEJERIA	TOTONAC_TEJERIA	toto1252	Totonac			20.52	-97.88	Totonacan	Tot.TOTONACAN	Totonacan,Totonac	Totonacan,Totonac	False	False				
TULAMNI	TULAMNI	tula1254	Tulamni		North America	35.22	-119.24	Yokutsan	Pen.YOKUTS	Yokutsan	Yokutsan,GeneralYokuts	True	False				Matthew S. Dryer
TZOTZIL_ZINACANTAN_1600	TZOTZIL_ZINACANTAN_1600	tzot1259	Tzotzil		North America	16.75	-92.7	Mayan	May.MAYAN	Mayan,Yucatecan-CoreMayan,CoreMayan,Cholan-Tzeltalan,Tzeltalan,Tzotzil	Mayan,CoreMayan,WesternMayan,Cholan-Tzeltalan,Tzeltalan	True	False	1600			
ULTERIOR_MIXE_C	ULTERIOR_MIXE_C	ulte1235	Ulterior-Mixe		North America	17.22	-96.03	Mixe-Zoque	MZ.MIXE-ZOQUE	Mixe-Zoquean,Mixean,OaxacaMixean	Mixe-Zoque,Mixe,OaxacaMixe	False	False				
VOLAPUK	VOLAPUK	vola1234	Volapük	vol	Eurasia	47.43	9.1	Artificial Language	Oth.ARTIFICIAL		ArtificialLanguage	False	False				André Müller
WAGU	WAGU	wagu1234	Wagu		Papunesia	-4.38	142.73	Sepik	Sep.SEPIK_HILL	Sepik,SepikHill,Bahinemo	Sepik,SepikHill,CentralSepikHill,Bahinemic	False	False			wa0	Matthew S. Dryer
WARRNAMBOOL	WARRNAMBOOL	warr1257	Warrnambool	gjm	Australia	-38.15	142.3	Pama-Nyungan	PN.SOUTHEASTERN_PAMA-NYUNGAN	Australian,Pama-Nyungan,Kulin	Pama-Nyungan,SoutheasternPama-Nyungan,VictorianPama-Nyungan,Kulin-Bunganditj,Warrnambool-Bunganditj	True	False		wrb	wx0	Zarina Molochieva
WIKCHAMNI	WIKCHAMNI	wikc1234	Wikchamni		North America	36.05	-118.77	Yokutsan	Pen.YOKUTS	Yokutsan	Yokutsan,GeneralYokuts,NimYokuts	True	False				Matthew S. Dryer
YAWDANCHI	YAWDANCHI	yawd1234	Yawdanchi		North America	36.05	-118.77	Yokutsan	Pen.YOKUTS	Yokutsan	Yokutsan,GeneralYokuts,NimYokuts	True	False				Matthew S. Dryer
YITHA_YITHA	YITHA_YITHA	lowe1403	Lower Darling-Lower Lachlan		Australia	-33.89	144.22	Pama-Nyungan	PN.NORTHERN_PAMA-NYUNGAN	Australian,Pama-Nyungan	Pama-Nyungan	True	False				Julia Bischoffberger
ZAPOTEC_1578	ZAPOTEC_1578	zapo1437	Zapotec	zap	North America	17.05	-96.72	Otomanguean	OM.ZAPOTECAN	Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Zapotecan,Zapotec	Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Zapotec	True	False	1578			Cecil H. Brown
